Job,CompanyName,Location,KeySkills,PostedDate,Link
catia automation engineer,Sunwells Oxygen India,"Pune, Bangalore/Bengaluru","['catia v5', 'KBE', 'automation engineering', 'customization', 'engineering', 'catia', 'knowledge based engineering', 'automation']",1 Day Ago,https://www.naukri.com/job-listings-catia-automation-engineer-sunwells-oxygen-india-pune-bangalore-bengaluru-4-to-8-years-110323004372
PMO| Transformation PMO| Pune,Gryphon Hytech Services,Pune,"['PMO', 'auditing', 'management', 'transformation', 'tools', 'stakeholder engagement', 'project management', 'prince2']",1 Day Ago,https://www.naukri.com/job-listings-pmo-transformation-pmo-pune-gryphon-hytech-services-pune-2-to-5-years-110323004369
Electrical Engineer,Macro Polymers,Ahmedabad,"['Electricals', 'Electrical Engineer', 'Electrical Engineering', 'ht', 'transformers', 'electronics', 'engineering', 'electrical troubleshooting']",1 Day Ago,https://www.naukri.com/job-listings-electrical-engineer-macro-polymers-ahmedabad-2-to-7-years-121222005238
3D Designer/ Mechanical Design Engineer,S S Enterprises,"Tada, Chennai, Nellore","['Piping Design', '3Ds Max', '3d studio max', 'design', 'modeling', '3d modeling', 'mechanical design', 'piping']",1 Day Ago,https://www.naukri.com/job-listings-3d-designer-mechanical-design-engineer-s-s-enterprises-tada-chennai-nellore-9-to-14-years-110323004362
Job | Hiring!!! Solution Engineers - Xamarin Developers,Reed And Willow ( A Unit Of Talright Technologies ),Hybrid - Pune,"['xamarin forms', 'xaml', 'development', 'hiring', 'xamarin', 'xamarin development']",1 Day Ago,https://www.naukri.com/job-listings-hiring-solution-engineers-xamarin-developers-reed-and-willow-a-unit-of-talright-technologies-pune-3-to-6-years-110323004359
Senior Software Engineer - Back-End or Full Stack,Talent Formula,Hyderabad/Secunderabad,"['Software Development', 'Devops', 'Python', 'Backend Development', 'software', 'software engineering', 'senior', 'api']",1 Day Ago,https://www.naukri.com/job-listings-senior-software-engineer-back-end-or-full-stack-talent-formula-hyderabad-secunderabad-3-to-8-years-110323004351
Java Developer,Insight Consultancy Services,"Hybrid - Hyderabad/Secunderabad, Pune","['Java', 'Docker', 'Java Development', 'Spring Boot', 'Kubernates', 'web services', 'boot', 'microservices']",1 Day Ago,https://www.naukri.com/job-listings-java-developer-insight-consultancy-services-hyderabad-secunderabad-pune-3-to-7-years-110323004315
QA Engineer,Luminai,Lucknow,"['software tester', 'Manual Testing', 'QA Automation', 'bug reporting', 'qa process', 'reporting', 'bug', 'software testing']",1 Day Ago,https://www.naukri.com/job-listings-qa-engineer-digital-brain-media-lucknow-1-to-4-years-110323004289
Technical Engineer,Numec Systems,"Chengalpattu, Kanchipuram","['Electrical Knowledge', 'technical', 'components', 'electricals', 'transformers']",1 Day Ago,https://www.naukri.com/job-listings-technical-engineer-numec-systems-chengalpattu-kanchipuram-0-to-0-years-110323004180
Fullstack Web Developer,Bivha Corporation,"Hybrid - Noida, Patna, Gurgaon/Gurugram","['Full Stack Application Development', 'web technologies', 'ux', 'e-commerce', 'vue.js', 'frontend development', 'html', 'web application']",1 Day Ago,https://www.naukri.com/job-listings-fullstack-web-developer-bivha-corporation-noida-patna-gurgaon-gurugram-3-to-6-years-110323004286
Qc Engineer Spm industry,Job Plus Consultancy,Pune(Chakan),"['qc engineering', 'qc', 'spm', 'Qc engineer']",1 Day Ago,https://www.naukri.com/job-listings-qc-engineer-spm-industry-plus-consultancy-pune-2-to-3-years-110323004282
"Java Full Stack Developer with Spring Boot, Typescript and Angular",CGI,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['spring boot', 'java', 'Typescript', 'Angular', 'microservices', 'full stack', 'boot', 'stack']",1 Day Ago,https://www.naukri.com/job-listings-java-full-stack-developer-with-spring-boot-typescript-and-angular-cgi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-190123009209
Instrumentation Design Engineer,S S Enterprises,Vadodara,"['TBA', 'IO List', 'VDR', 'Hook-up drawings', 'Instrumentation Design Engineer', 'design', 'instruments', 'drawing']",1 Day Ago,https://www.naukri.com/job-listings-instrumentation-design-engineer-s-s-enterprises-vadodara-baroda-6-to-11-years-110323004278
Dot Net Developer,Alliance Placement Solutions,Noida,"['DOT NET', 'asp.net', '.net', 'dot', 'application development', 'web technologies', 'application', 'development']",1 Day Ago,https://www.naukri.com/job-listings-dot-net-developer-alliance-placement-solutions-noida-2-to-3-years-160322001387
"Network Security Engineer - Luanda, Angola - Africa - Noble Group SA",Samrin Services,Angola,"['Firewall Management', 'troubleshooting skills', 'vpn configuration', 'vpn', 'itil', 'management', 'security', 'network troubleshooting']",1 Day Ago,https://www.naukri.com/job-listings-network-security-engineer-luanda-angola-africa-noble-group-sa-samrin-services-angola-5-to-10-years-110323004264
Node Js Developer,SRS Infoway,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","['Aws Lamda', 'Git', 'AWS', 'Microservices', 'Node Js Developer', 'ci/cd', 'lamda', 'docker']",1 Day Ago,https://www.naukri.com/job-listings-node-js-developer-srs-infoway-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-7-years-110323004259
Electrical Design Engineer,Sunwells Oxygen India,Bangalore/Bengaluru,"['Single Line Diagram', 'electrical design', 'Loop Diagram', 'Panel Designing', 'loop', 'panels', 'electrical engineering', 'line']",1 Day Ago,https://www.naukri.com/job-listings-electrical-design-engineer-sunwells-oxygen-india-bangalore-bengaluru-4-to-8-years-110323004258
Android Developer in a leading Stock Broking Co.,Fortune Human Capital (P) Ltd,"Mumbai, Lucknow, Delhi / NCR","['Android', 'Application Designing', 'Software Developer', 'studio', 'stock broking', 'mobile application development', 'android studio', 'java']",1 Day Ago,https://www.naukri.com/job-listings-android-developer-in-a-leading-stock-broking-co-fortune-human-capital-p-ltd-mumbai-lucknow-delhi-ncr-2-to-7-years-220422003790
Piping Engineer,Delta Saras Piping,Permanent Remote,"['Bill Certification', 'Client Coordination', 'Piping Engineering', 'Erection Commissioning', 'Contractor Handling', 'execution', 'client', 'contractors']",1 Day Ago,https://www.naukri.com/job-listings-piping-engineer-delta-saras-piping-pvt-ltd-mundra-1-to-5-years-110323004248
Azure Data Engineer,Tata Consultancy Services (TCS),"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Azure Databricks', 'azure data factory', 'data engineering', 'python', 'microsoft azure', 'data lake', 'pyspark', 'azure data lake']",1 Day Ago,https://www.naukri.com/job-listings-azure-data-engineer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-070223004872
Store Assistant - Engineering and Chemicals,Detco Textiles Pvt Ltd,Boisar,"['Store Operations', 'management', 'inventory management', 'stock', 'assistance', 'engineering store', 'operations', 'engineering']",1 Day Ago,https://www.naukri.com/job-listings-store-assistant-engineering-and-chemicals-detco-textiles-pvt-ltd-boisar-2-to-5-years-110323004236
Flutter Developer (WFO),Reycruit,Hyderabad/Secunderabad,"['IOS', 'Flutter Development', 'Mobile Application Development', 'Android', 'application', 'wfo', 'flutter', 'mobile applications']",1 Day Ago,https://www.naukri.com/job-listings-flutter-developer-wfo-reycruit-hyderabad-secunderabad-1-to-3-years-110323004230
Senior Data Engineer - IT Data Pipelines,Talent Formula,Hyderabad/Secunderabad,"['Application Development', 'Data Engineering', 'Data Pipeline', 'Python', 'etl tool', 'application', 'information technology', 'science']",1 Day Ago,https://www.naukri.com/job-listings-senior-data-engineer-it-data-pipelines-talent-formula-hyderabad-secunderabad-3-to-8-years-110323004228
PHP Developer in a leading financial Co.,Fortune Human Capital (P) Ltd,"Mumbai, Chandigarh, Delhi / NCR","['PHP', 'MVC', 'cms', 'coding', 'nosql', 'sql', 'php development', 'fix']",1 Day Ago,https://www.naukri.com/job-listings-php-developer-in-a-leading-financial-co-fortune-human-capital-p-ltd-mumbai-chandigarh-delhi-ncr-4-to-9-years-230922001812
Front End Developer / React JS Developer,Essvee Consultant,Permanent Remote,"['react.js', 'nextjs', 'frontend development', 'CSS', 'bootstrap', 'javascript']",1 Day Ago,https://www.naukri.com/job-listings-front-end-developer-react-js-developer-essvee-consultant-india-3-to-6-years-110323004223
Service Engineer,Luberr Pvt. Ltd.,"Kochi/Cochin, Hyderabad/Secunderabad, Mumbai (All Areas)","['Service Engineering', 'payment processing', 'complaints', 'field service', 'complaint handling', 'warranty', 'handling', 'lubrication systems']",1 Day Ago,https://www.naukri.com/job-listings-service-engineer-luberr-pvt-ltd-kochi-cochin-hyderabad-secunderabad-mumbai-all-areas-1-to-2-years-110323004217
Assistant Manager / Manager - Engineering Services,Cushman & Wakefield,Bangalore/Bengaluru,"['assistance', 'service engineering', 'management', 'engineering services', 'engineering', 'hospital', 'servicing', 'mep']",1 Day Ago,https://www.naukri.com/job-listings-assistant-manager-manager-engineering-services-cushman-wakefield-bangalore-bengaluru-8-to-10-years-110323004206
Java Full Stack Developer,Black And White Business Solutions,"Hybrid - Bhubaneswar, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Java', 'angular', 'Spring Boot', 'Microservices', 'java fullstack', 'boot', 'bootstrap', 'spring']",1 Day Ago,https://www.naukri.com/job-listings-java-full-stack-developer-black-and-white-business-solutions-bhubaneswar-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-110323004205
Mechanical Engineer,Disha Services,Pune(Talegaon +4),"['quality', 'mechanical', 'mechanical engineering']",1 Day Ago,https://www.naukri.com/job-listings-mechanical-engineer-disha-services-pune-0-to-1-years-110323004204
Technical Project Manager - Python | USA Short-term Onsite Opportunty,Huairs,Chennai,"['Technical Project Manager', 'AI ML Development', 'Python Project Manager', 'Technical Lead', 'Project Development', 'management', 'software', 'development management']",1 Day Ago,https://www.naukri.com/job-listings-technical-project-manager-python-usa-short-term-onsite-opportunty-huairs-chennai-6-to-11-years-110323004203
Servicenow Developer,Prodapt Solutions,"Hybrid - Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['ITSM', 'servicenow development', 'itom', 'itam', 'servicenow', 'development', 'csm']",1 Day Ago,https://www.naukri.com/job-listings-servicenow-developer-prodapt-solutions-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-110323004200
Opening For PS - Design Engineer - CSG Bangalore,Creative Synergies,Bangalore/Bengaluru,"['plc', 'programming', 'industrial automation', 'robot', 'ps', 'design engineering', 'automation', 'robot programming']",1 Day Ago,https://www.naukri.com/job-listings-opening-for-ps-design-engineer-csg-bangalore-creative-synergies-bangalore-bengaluru-4-to-9-years-110323004185
Mechanical Design Engineer,Ross Process Equipment,Pune,"['Mechanical Design', 'product design', 'engineering', 'new product design', 'machine drawing', 'development', 'design engineering', 'detailing']",1 Day Ago,https://www.naukri.com/job-listings-mechanical-design-engineer-ross-process-equipment-pune-2-to-5-years-110323004172
Angular Full Stack Developer,Manek Consulting,"Mumbai, Navi Mumbai, Mumbai (All Areas)","['JScript', 'Javascript', 'JSON', 'JQuery', 'Angular', 'full stack', 'stack', 'development']",1 Day Ago,https://www.naukri.com/job-listings-angular-full-stack-developer-manek-consulting-mumbai-navi-mumbai-mumbai-all-areas-2-to-5-years-110323004168
React Native Developer,Make Visions Outsourcing,"Noida, New Delhi, Gurgaon/Gurugram, Bangalore/Bengaluru","['React Native', 'IOS', 'native', 'io', 'react.js', 'development']",1 Day Ago,https://www.naukri.com/job-listings-react-native-developer-make-visions-outsourcing-noida-new-delhi-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-110323004164
Mobile Application Developer,Supremo Astute,"Mangaluru/Mangalore, Udupi, Mumbai (All Areas)","['Android Application Development', 'Ios Development', 'android', 'mobile development', 'mobile applications', 'application development', 'mobile application development', 'application']",1 Day Ago,https://www.naukri.com/job-listings-mobile-application-developer-supremo-astute-mangaluru-mangalore-udupi-mumbai-all-areas-2-to-4-years-110323004162
Senior Design Engineer -Rubber Mould - CIPET,Matrix Job Solutions,Delhi / NCR,"['Plastic Molding', 'Rubber Technology', 'senior', 'technology', 'autodesk', 'cipet', 'solid works', 'iso']",1 Day Ago,https://www.naukri.com/job-listings-senior-design-engineer-rubber-mould-cipet-matrix-solutions-delhi-ncr-3-to-8-years-110323004151
Unity Game Developer @ Global Online Gaming Company,Brainsearch Consulting,"Chennai, Bangalore/Bengaluru, Delhi / NCR","['Unity3D', 'mobile game', 'game physics', 'Unity Game', 'Game Development', 'games', 'virtual reality', 'physics']",1 Day Ago,https://www.naukri.com/job-listings-unity-game-developer-global-online-gaming-company-brainsearch-consulting-chennai-bangalore-bengaluru-delhi-ncr-2-to-5-years-110323004150
PHP Developer (2-6yrs) - Location Noida or WFH,Razorse Software,Hybrid - Delhi / NCR,"['php development', 'core', 'php', 'development', 'laravel', 'core php']",1 Day Ago,https://www.naukri.com/job-listings-php-developer-2-6yrs-location-noida-or-wfh-razorse-software-delhi-ncr-2-to-6-years-110323004147
"Computer Science Faculty For B.tech (AI, ML, IoT, Data Science)",Vision Institute of Technology,"Kanpur, Aligarh","['Cloud Services', 'Programming', 'Python', 'computer', 'ml', 'iot', 'artificial intelligence', 'deep learning']",1 Day Ago,https://www.naukri.com/job-listings-computer-science-faculty-for-b-tech-ai-ml-iot-data-science-vision-institute-of-technology-kanpur-aligarh-0-to-5-years-081122004740
very urgently require Laravel developer (Bhilwara Rajasthanor Dubai),Talent Corner HR Services Pvt Ltd,"Dubai, Bhilwara","['development', 'laravel']",1 Day Ago,https://www.naukri.com/job-listings-very-urgently-require-laravel-developer-bhilwara-rajasthanor-dubai-talent-corner-hr-services-pvt-ltd-bhilwara-dubai-3-to-4-years-110323004133
GET/ RF Compliance Engineer & RF Report Maker (US Project) -,Mobilecomm Technologies India,Gurgaon/Gurugram,"['remote support', 'reporting', 'compliance', 'excel report preparation', 'project', 'remote', 'excel reporting', 'visio']",1 Day Ago,https://www.naukri.com/job-listings-get-rf-compliance-engineer-rf-report-maker-us-project-mobilecomm-technologies-india-gurgaon-gurugram-0-to-4-years-150222013054
Sales Engineer - Industrial Sales,Empower Recruitments,"Thane, Navi Mumbai, Mumbai (All Areas)","['Industrial Sales', 'Engineering Drawing', 'Business Development', 'valves', 'pumps', 'mechanical seal', 'sales support', 'aftersales']",1 Day Ago,https://www.naukri.com/job-listings-sales-engineer-industrial-sales-empower-recruitments-thane-navi-mumbai-mumbai-all-areas-7-to-8-years-110323004124
Senior Engineer _ Vmware and Site Recovery Manager exp _ US based MNC,Star Light Hr Consulting,"Hybrid - Pune, Bangalore/Bengaluru","['Site recovery manager', 'Vmware', 'SRM', 'management', 'site', 'exp', 'recovery', 'senior']",1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-vmware-and-site-recovery-manager-exp-us-based-mnc-star-light-hr-consulting-pune-bangalore-bengaluru-3-to-8-years-110323004121
Dot Net Developer,NetCreativeMind,Delhi / NCR(Okhla),"['Msql', 'ASP.Net', '.NET', 'ASP.Net MVC', 'dot', 'development', 'mvc']",1 Day Ago,https://www.naukri.com/job-listings-dot-net-developer-netcreativemind-delhi-ncr-2-to-7-years-051122007298
Quality Manager,Sharp Coating,Faridabad,"['quality control', 'quality standards', 'auditing', 'data analysis', 'quality management', 'iso', 'product quality', 'procedures']",1 Day Ago,https://www.naukri.com/job-listings-quality-manager-sharp-coating-pvt-ltd-faridabad-5-to-10-years-110323004116
Sales Engineer,Shingare Industries Pvt. Ltd.,"Thane, Navi Mumbai, Mumbai (All Areas)(Sector 11 Koparkhairane +7)","['tube expanders', 'tube cleaning', 'Sales', 'Cold Calling', 'Business Development', 'tools', 'cleaning', 'relationship management']",1 Day Ago,https://www.naukri.com/job-listings-sales-engineer-shingare-industries-pvt-ltd-thane-navi-mumbai-mumbai-all-areas-1-to-3-years-270223007620
Technical Publication Engineer,Altjobs,Bangalore/Bengaluru,"['Technical Illustration', 'Technical Writing', 'draw', 'iso', 'editing', 'epic', 'arbortext', 'adobe']",1 Day Ago,https://www.naukri.com/job-listings-technical-publication-engineer-altjobs-bangalore-bengaluru-1-to-4-years-110323004104
Immediate USA Onsite Opportunities For Software /IT professionals,Skilltune Technologies,Temp. WFH - United States (USA),"['PYTHON', 'AZURE', 'Front End', 'AWS', 'BIGDATA', 'servicenow', 'salesforce', 'reliability']",1 Day Ago,https://www.naukri.com/job-listings-immediate-usa-onsite-opportunities-for-software-it-professionals-skilltune-technologies-united-states-usa-10-to-20-years-180123010036
Senior Engineer,ARU Technologies,Bangalore/Bengaluru,"['CAN', 'CAN FD', 'Doors', 'Canoe', 'flexray', 'vector', 'canfd', 'can bus']",1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-aru-technologies-bangalore-bengaluru-5-to-8-years-110323004089
Senior Engineer production,Inzi Controls Co,Anantapur,"['production line', 'training', 'Production', 'Manpower Handling', 'assembly', 'line balancing', 'manufacturing', 'lean manufacturing']",1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-production-inzi-controls-co-anantapur-5-to-8-years-110323004088
Diploma Mechanical Engineering Job openings in UAE | Dubai,Bagat International,"Chennai, UAE, Gulf, Dubai, Saudi, Qatar, Oman, Bahrain","['diploma mechanical', 'Maintenance', 'Mechanical Maintenance', 'Mechanical', 'Production', 'quality control', 'process', 'assurance']",1 Day Ago,https://www.naukri.com/job-listings-diploma-mechanical-engineering-openings-in-uae-dubai-bagat-international-chennai-uae-gulf-dubai-saudi-qatar-oman-bahrain-0-to-5-years-110323004087
Junior Engineer ( Process Control),"Brakes India Private Limited, Foundry Division","Chennai, Coimbatore, Erode","['Critical materials followup', 'process control', 'Metallurgical Testing', 'process', 'follow ups', 'critical care', 'control', 'materials']",1 Day Ago,https://www.naukri.com/job-listings-junior-engineer-process-control-brakes-india-private-limited-foundry-division-chennai-coimbatore-erode-3-to-5-years-110323004084
Principal Engineer,Sage Automation Group (india),Pune(Bhandarkar Road +1),"['Process Automation', 'Industrial Automation', 'Rockwell', 'MicroLOGIX', 'Solution Architecting', 'client coordination', 'process', 'rslogix']",1 Day Ago,https://www.naukri.com/job-listings-principal-engineer-sage-automation-group-india-pune-8-to-13-years-110323004082
Instrumentation Engineer,Sunwells Oxygen India,Bangalore/Bengaluru,"['instrumentation engineering', 'water', 'instruments', 'water treatment', 'chemical', 'waste water treatment', 'waste water', 'waste management']",1 Day Ago,https://www.naukri.com/job-listings-instrumentation-engineer-sunwells-oxygen-india-bangalore-bengaluru-8-to-10-years-110323004081
Android Developer,Vipany Management Consulting,Hybrid - Pune,"['kotlin', 'Third Party Api', 'application', 'technology', 'api', 'android', 'development', 'mobile application development']",1 Day Ago,https://www.naukri.com/job-listings-android-developer-vipany-management-consulting-pune-5-to-10-years-110323004070
Java Full Stack Developer,Black And White Business Solutions,"Hybrid - Bhubaneswar, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Java', 'angular', 'Spring Boot', 'Microservices', 'java fullstack', 'boot', 'bootstrap', 'spring']",1 Day Ago,https://www.naukri.com/job-listings-java-full-stack-developer-black-and-white-business-solutions-bhubaneswar-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-110323004066
Senior/Inside Sales Specialist-Software Product Sales,Broadway Infotech Pvt. Ltd,Noida,"['software', 'pos', 'mpos', 'product sales', 'epos', 'demonstration', 'software sales', 'tally']",1 Day Ago,https://www.naukri.com/job-listings-senior-inside-sales-specialist-software-product-sales-broadway-infotech-pvt-ltd-noida-3-to-6-years-070123006626
"Sr .Net Developer , Immediate joiner",Broadway Infotech,Hybrid - Noida,"['Microservices', '.net core', '.net', 'mvc', 'sql', 'core', 'sr', 'jquery']",1 Day Ago,https://www.naukri.com/job-listings-sr-net-developer-immediate-joiner-broadway-infotech-pvt-ltd-noida-4-to-9-years-161122008135
Design Engineer-JIGS & Fixtures,Altjobs,Bangalore/Bengaluru,"['solid works', 'Fixture Design', 'stress strain curve', 'Jigs', 'jig fixture', 'fix', 'analysis', 'fixtures']",1 Day Ago,https://www.naukri.com/job-listings-design-engineer-jigs-fixtures-altjobs-bangalore-bengaluru-2-to-6-years-110323004060
Senior Engineer - Process,UltraTech Cement,Jafrabad,"['kiln', 'coal mill', 'cement mill', 'AFR', 'chemical engineering', 'capsmill', 'senior', 'maintenance']",1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-process-ultratech-cement-limited-jafrabad-4-to-8-years-110323004058
Data Scientist - (Gaming),Brainsearch Consulting,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)","['data mining', 'Data Scientist', 'statistical modelling', 'Gaming', 'Python', 'gcp', 'r', 'bigquery']",1 Day Ago,https://www.naukri.com/job-listings-data-scientist-gaming-brainsearch-consulting-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-2-to-6-years-110323004057
Project Manager- Business analyst - SQL/PowerBI/Qlikview - 8+ years -,Crescendo Global Leadership Hiring India,Hybrid - Bangalore/Bengaluru,"['project management', 'business analysis', 'power bi', 'SQL', 'management', 'data', 'qlikview', 'requirements']",1 Day Ago,https://www.naukri.com/job-listings-project-manager-business-analyst-sql-powerbi-qlikview-8-years-crescendo-global-leadership-hiring-india-bangalore-bengaluru-8-to-13-years-250123008649
Sr. Lead Specialist - Power BI developer 10+ years,Crescendo Global Leadership Hiring India,"Pune, Bangalore/Bengaluru","['Power Bi', 'bi', 'power bi desktop', 'dax', 'microsoft power bi', 'sr', 'desktop', 'microsoft']",1 Day Ago,https://www.naukri.com/job-listings-sr-lead-specialist-power-bi-developer-10-years-crescendo-global-leadership-hiring-india-pune-bangalore-bengaluru-8-to-13-years-040323003693
Core Php Developer,RS Group Services,New Delhi,"['MySQL', 'Javascript', 'Core PHP', 'Codeigniter', 'Ajax', 'core', 'php', 'development']",1 Day Ago,https://www.naukri.com/job-listings-core-php-developer-rs-group-services-new-delhi-2-to-4-years-100223006206
Urgent Opening For Android Developer,RS Group Services,New Delhi,"['Flutter', 'phonegap', 'payments', 'data', 'kotlin', 'android', 'cordova', 'retrofit']",1 Day Ago,https://www.naukri.com/job-listings-urgent-opening-for-android-developer-rs-group-services-new-delhi-3-to-6-years-100223005909
Azure Data Architect with Azure Stream Analytics,Black And White Business Solutions,"Hybrid - Noida, Bhubaneswar, Pune, Bangalore/Bengaluru, Delhi / NCR","['Architect', 'Azure', 'Stream Analytics', 'data analytics', 'data', 'microsoft azure', 'architecture', 'streams']",1 Day Ago,https://www.naukri.com/job-listings-azure-data-architect-with-azure-stream-analytics-black-and-white-business-solutions-noida-bhubaneswar-pune-bangalore-bengaluru-delhi-ncr-10-to-16-years-110323004039
Required Computers Teacher @ Podar - Thane & Ambernath,Podar Education Network,"Thane, Ambernath","['Computer', 'prt', 'computer science', 'teaching', 'science', 'computer teaching', 'tgt']",1 Day Ago,https://www.naukri.com/job-listings-required-computers-teacher-podar-thane-ambernath-podar-education-network-thane-ambernath-1-to-6-years-110323004031
Process Engineer,Excel Enterprises,Hyderabad/Secunderabad,"['Cycle Time', 'Time Study', 'motion', 'improvement', 'line balancing', 'capacity calculation', 'time', 'manufacturing']",1 Day Ago,https://www.naukri.com/job-listings-process-engineer-excel-enterprises-hyderabad-secunderabad-3-to-8-years-110323004023
IP Validation,Foray Software,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['python', 'c', 'embedded systems', 'application programming', 'shell programming', 'application', 'programming', 'data validation']",1 Day Ago,https://www.naukri.com/job-listings-ip-validation-foray-software-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-110323004022
Php Developer,Gaurik It Solutions,"Chandigarh, Panchkula, Zirakpur","['PHP', 'php development', 'core', 'development', 'core php']",1 Day Ago,https://www.naukri.com/job-listings-php-developer-gaurik-it-solutions-chandigarh-panchkula-zirakpur-1-to-2-years-110323004020
Sr. Planning & Control Engineer / Project Control Manager - UAE,Royalstar,UAE,"['management', 'control', 'project control', 'control engineering', 'primavera', 'uae', 'planning', 'sr']",1 Day Ago,https://www.naukri.com/job-listings-sr-planning-control-engineer-project-control-manager-uae-royalstar-uae-13-to-15-years-110323004016
TS - Angular Developer,Srivango,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR","['Typescript', 'Angular', 'ts', 'karma', 'angular development', 'jasmine', 'development']",1 Day Ago,https://www.naukri.com/job-listings-ts-angular-developer-srivango-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-4-to-9-years-051122005409
Plastic Design Engineer,BAJAJ ELECTRICAL LTD,"Pune, Mumbai (All Areas)","['surface modeling', 'creo', 'Surface Design', 'Home Appliances', 'plastic', 'plastic injection molding', 'surface', 'moulds']",1 Day Ago,https://www.naukri.com/job-listings-plastic-design-engineer-bajaj-electrical-ltd-pune-mumbai-all-areas-1-to-4-years-110323004002
Senior Engineer - Electrical & Instrumentation,UltraTech Cement,Jafrabad,"['electrical instrumentation', 'electricals', 'instruments', 'maintenance', 'xrf', 'xrd', 'electrical maintenance', 'data mining']",1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-electrical-instrumentation-ultratech-cement-jafrabad-6-to-8-years-110323004001
Software Engineer Member Technical Staff,Iitjobs Inc.,Hybrid - Hyderabad/Secunderabad,"['Unix', 'Iics', 'Snowflake', 'manual testing', 'Python', 'software testing', 'manual', 'integration testing']",1 Day Ago,https://www.naukri.com/job-listings-software-engineer-member-technical-staff-iitjobs-inc-hyderabad-secunderabad-13-to-15-years-110323003998
Site Engineer,Sabish Interio,Delhi / NCR,"['Material Control', 'Site Supervision', 'Site Coordination', 'Site Measurement', 'Site Monitoring', 'materials', 'execution', 'site planning']",1 Day Ago,https://www.naukri.com/job-listings-site-engineer-sabish-interio-delhi-ncr-1-to-2-years-110323003988
Technical Support Engineer / International Voice / Sal up To 5L PA,Black And White Business Solutions,Bangalore/Bengaluru,"['BPO', 'Technical Support', 'Google AdWords', 'communication skills', 'International Voice Process', 'troubleshooting skills', 'client', 'adwords']",1 Day Ago,https://www.naukri.com/job-listings-technical-support-engineer-international-voice-sal-up-to-5l-pa-black-and-white-business-solutions-bangalore-bengaluru-0-to-5-years-110323003985
Estimation Engineer,Karmaa SR Consultants Pvt. Ltd.,Mumbai (All Areas),"['Bill Of Quantities', 'cost estimation', 'analysis', 'estimation engineering', 'quantity', 'rate analysis', 'estimation', 'boq']",1 Day Ago,https://www.naukri.com/job-listings-estimation-engineer-karmaa-sr-consultants-pvt-ltd-mumbai-all-areas-5-to-8-years-110323003981
Engineer - industrial automation,Precision Equipments (chennai),Chennai(Irungattukottai),"['Industrial Automation', 'automation', 'engineering', 'industrial', 'automation engineering']",1 Day Ago,https://www.naukri.com/job-listings-engineer-industrial-automation-precision-equipments-chennai-chennai-4-to-6-years-110323003979
VideoCodec Development Engineer,Foray Software,Hybrid - Hyderabad/Secunderabad(Gachibowli),"['video', 'codecs', 'development', 'video codecs', 'multimedia']",1 Day Ago,https://www.naukri.com/job-listings-videocodec-development-engineer-foray-software-hyderabad-secunderabad-4-to-9-years-110323003978
Product Manager - Interior Designing Company,Flow Interio,Hyderabad/Secunderabad,"['interior designing', 'project management', 'Interior Decoration', 'product management', 'communication skills', 'quality control', 'project', 'resolution']",1 Day Ago,https://www.naukri.com/job-listings-product-manager-interior-designing-company-flow-interio-hyderabad-secunderabad-1-to-2-years-070323006099
